ID;lookupID;Name;Set;Type;Quantity;Raw Price;PSA 10 Price;Raw Total
1672;pokemon-japanese-white-flare/cofagrigus-37;Cofagrigus;[Japanese] White Flare;Normal;1;1.06;29.1;1.06
658;pokemon-japanese-white-flare/cottonee-4;Cottonee;[Japanese] White Flare;Normal;2;1.2;0.0;2.4
1439;pokemon-japanese-white-flare/deerling-6;Deerling;[Japanese] White Flare;Normal;2;1.2;29.78;2.4
1057;pokemon-japanese-white-flare/deerling-poke-ball-6;Deerling [Poke Ball];[Japanese] White Flare;Normal;1;1.17;29.17;1.17
2630;pokemon-japanese-white-flare/deino-60;Deino;[Japanese] White Flare;Normal;1;1.43;0.0;1.43
3200;pokemon-japanese-white-flare/dewott-19;Dewott;[Japanese] White Flare;Normal;1;1.32;35.47;1.32
678;pokemon-japanese-white-flare/dewott-poke-ball-19;Dewott [Poke Ball];[Japanese] White Flare;Normal;1;1.77;32.84;1.77
940;pokemon-japanese-white-flare/druddigon-69;Druddigon;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
3547;pokemon-japanese-white-flare/druddigon-poke-ball-69;Druddigon [Poke Ball];[Japanese] White Flare;Normal;1;1.2;29.79;1.2
1652;pokemon-japanese-white-flare/ducklett-22;Ducklett;[Japanese] White Flare;Normal;2;1.2;29.79;2.4
3400;pokemon-japanese-white-flare/durant-68;Durant;[Japanese] White Flare;Normal;1;1.2;28.82;1.2
639;pokemon-japanese-white-flare/emboar-13;Emboar;[Japanese] White Flare;Normal;2;1.2;29.79;2.4
2077;pokemon-japanese-white-flare/emboar-poke-ball-13;Emboar [Poke Ball];[Japanese] White Flare;Normal;1;1.81;32.45;1.81
1405;pokemon-japanese-white-flare/energy-retrieval-79;Energy Retrieval;[Japanese] White Flare;Normal;1;1.12;0.0;1.12
2003;pokemon-japanese-white-flare/ferroseed-63;Ferroseed;[Japanese] White Flare;Normal;2;1.14;29.47;2.28
3738;pokemon-japanese-white-flare/ferrothorn-64;Ferrothorn;[Japanese] White Flare;Normal;1;1.39;0.0;1.39
2219;pokemon-japanese-white-flare/frillish-41;Frillish;[Japanese] White Flare;Normal;2;1.05;28.94;2.1
3688;pokemon-japanese-white-flare/galvantula-31;Galvantula;[Japanese] White Flare;Normal;1;1.57;31.56;1.57
1695;pokemon-japanese-white-flare/garbodor-57;Garbodor;[Japanese] White Flare;Normal;1;1.32;30.37;1.32
367;pokemon-japanese-white-flare/gigalith-45;Gigalith;[Japanese] White Flare;Normal;2;1.2;29.79;2.4
2945;pokemon-japanese-white-flare/gigalith-poke-ball-45;Gigalith [Poke Ball];[Japanese] White Flare;Normal;1;1.36;30.55;1.36
540;pokemon-japanese-white-flare/gothita-38;Gothita;[Japanese] White Flare;Normal;2;1.38;29.78;2.76
1224;pokemon-japanese-white-flare/gothita-poke-ball-38;Gothita [Poke Ball];[Japanese] White Flare;Normal;1;1.24;29.98;1.24
1216;pokemon-japanese-white-flare/gothitelle-40;Gothitelle;[Japanese] White Flare;Normal;1;1.2;29.79;1.2
2435;pokemon-japanese-white-flare/gothitelle-master-ball-40;Gothitelle [Master Ball];[Japanese] White Flare;Normal;1;3.27;39.8;3.27
3284;pokemon-japanese-white-flare/gothorita-39;Gothorita;[Japanese] White Flare;Normal;1;1.2;29.79;1.2
3080;pokemon-japanese-white-flare/harlequin-83;Harlequin;[Japanese] White Flare;Normal;1;1.2;29.4;1.2
182;pokemon-japanese-white-flare/heatmor-16;Heatmor;[Japanese] White Flare;Normal;1;0.88;28.24;0.88
1505;pokemon-japanese-white-flare/herdier-73;Herdier;[Japanese] White Flare;Normal;1;0.99;28.78;0.99
1511;pokemon-japanese-white-flare/hilda-85;Hilda;[Japanese] White Flare;Normal;1;2.19;34.5;2.19
3449;pokemon-japanese-white-flare/hilda-poke-ball-85;Hilda [Poke Ball];[Japanese] White Flare;Normal;1;3.53;40.99;3.53
3417;pokemon-japanese-white-flare/hydreigonex-62;Hydreigonex;[Japanese] White Flare;Normal;1;0.4;0.0;0.4
233;pokemon-japanese-white-flare/ignition-energy-86;Ignition Energy;[Japanese] White Flare;Normal;1;1.43;35.2;1.43
514;pokemon-japanese-white-flare/jellicent-ex-42;Jellicent ex;[Japanese] White Flare;Normal;1;1.16;30.66;1.16
642;pokemon-japanese-white-flare/joltik-30;Joltik;[Japanese] White Flare;Normal;1;1.3;30.25;1.3
2875;pokemon-japanese-white-flare/klang-66;Klang;[Japanese] White Flare;Normal;2;1.46;30.36;2.92
1532;pokemon-japanese-white-flare/klink-65;Klink;[Japanese] White Flare;Normal;2;0.61;0.0;1.22
2142;pokemon-japanese-white-flare/klink-poke-ball-65;Klink [Poke Ball];[Japanese] White Flare;Normal;1;0.4;0.0;0.4
3371;pokemon-japanese-white-flare/klinklang-67;Klinklang;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
2754;pokemon-japanese-white-flare/leavanny-3;Leavanny;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
1382;pokemon-japanese-white-flare/liepard-53;Liepard;[Japanese] White Flare;Normal;2;1.2;29.78;2.4
964;pokemon-japanese-white-flare/lillipup-72;Lillipup;[Japanese] White Flare;Normal;2;1.42;30.82;2.84
732;pokemon-japanese-white-flare/mienfoo-49;Mienfoo;[Japanese] White Flare;Normal;2;1.34;30.02;2.68
2906;pokemon-japanese-white-flare/mienshao-50;Mienshao;[Japanese] White Flare;Normal;2;1.44;30.94;2.88
2502;pokemon-japanese-white-flare/oshawott-18;Oshawott;[Japanese] White Flare;Normal;1;1.2;40.37;1.2
1604;pokemon-japanese-white-flare/pansear-14;Pansear;[Japanese] White Flare;Normal;2;1.28;30.18;2.56
2813;pokemon-japanese-white-flare/patrat-70;Patrat;[Japanese] White Flare;Normal;1;1.0;28.82;1.0
2553;pokemon-japanese-white-flare/pignite-12;Pignite;[Japanese] White Flare;Normal;1;0.86;17.2;0.86
1887;pokemon-japanese-white-flare/purrloin-52;Purrloin;[Japanese] White Flare;Normal;3;1.3;29.78;3.9
2136;pokemon-japanese-white-flare/purrloin-poke-ball-52;Purrloin [Poke Ball];[Japanese] White Flare;Normal;1;1.18;29.78;1.18
1030;pokemon-japanese-white-flare/reshiram-ex-160;Reshiram Ex;[Japanese] White Flare;Normal;1;5.22;28.4;5.22
2015;pokemon-japanese-white-flare/reshiram-ex-17;Reshiram ex;[Japanese] White Flare;Normal;1;1.44;10.69;1.44
1004;pokemon-japanese-white-flare/roggenrola-43;Roggenrola;[Japanese] White Flare;Normal;2;1.42;0.0;2.84
1910;pokemon-japanese-white-flare/rufflet-76;Rufflet;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
1510;pokemon-japanese-white-flare/samurott-20;Samurott;[Japanese] White Flare;Normal;1;0.92;32.45;0.92
3752;pokemon-japanese-white-flare/samurott-poke-ball-20;Samurott [Poke Ball];[Japanese] White Flare;Normal;1;1.7;32.22;1.7
3771;pokemon-japanese-white-flare/sawk-128;Sawk;[Japanese] White Flare;Normal;1;3.78;33.19;3.78
971;pokemon-japanese-white-flare/sawk-46;Sawk;[Japanese] White Flare;Normal;1;1.2;0.0;1.2
1728;pokemon-japanese-white-flare/sawsbuck-7;Sawsbuck;[Japanese] White Flare;Normal;1;1.18;29.71;1.18
2444;pokemon-japanese-white-flare/sawsbuck-poke-ball-7;Sawsbuck [Poke Ball];[Japanese] White Flare;Normal;1;1.32;30.38;1.32
1531;pokemon-japanese-white-flare/scrafty-55;Scrafty;[Japanese] White Flare;Normal;1;1.2;29.79;1.2
891;pokemon-japanese-white-flare/scraggy-54;Scraggy;[Japanese] White Flare;Normal;1;1.42;30.82;1.42
3572;pokemon-japanese-white-flare/sewaddle-1;Sewaddle;[Japanese] White Flare;Normal;1;1.26;30.05;1.26
2703;pokemon-japanese-white-flare/shelmet-8;Shelmet;[Japanese] White Flare;Normal;2;1.2;29.78;2.4
481;pokemon-japanese-white-flare/sigilyph-35;Sigilyph;[Japanese] White Flare;Normal;2;1.2;29.79;2.4
3645;pokemon-japanese-white-flare/simisear-15;Simisear;[Japanese] White Flare;Normal;1;1.34;30.47;1.34
1042;pokemon-japanese-white-flare/stoutland-74;Stoutland;[Japanese] White Flare;Normal;1;1.24;29.98;1.24
1495;pokemon-japanese-white-flare/stunfisk-32;Stunfisk;[Japanese] White Flare;Normal;1;1.18;29.66;1.18
2182;pokemon-japanese-white-flare/swadloon-2;Swadloon;[Japanese] White Flare;Normal;2;1.38;30.59;2.76
2012;pokemon-japanese-white-flare/swanna-23;Swanna;[Japanese] White Flare;Normal;2;1.35;29.78;2.7
1091;pokemon-japanese-white-flare/swoobat-34;Swoobat;[Japanese] White Flare;Normal;1;0.8;27.86;0.8
2081;pokemon-japanese-white-flare/tepig-11;Tepig;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
1002;pokemon-japanese-white-flare/terrakion-51;Terrakion;[Japanese] White Flare;Normal;2;1.07;29.14;2.14
242;pokemon-japanese-white-flare/tool-scrapper-80;Tool Scrapper;[Japanese] White Flare;Normal;1;1.52;31.34;1.52
723;pokemon-japanese-white-flare/tornadus-78;Tornadus;[Japanese] White Flare;Normal;2;1.1;29.32;2.2
180;pokemon-japanese-white-flare/tornadus-poke-ball-78;Tornadus [Poke Ball];[Japanese] White Flare;Normal;1;2.2;34.6;2.2
206;pokemon-japanese-white-flare/trubbish-56;Trubbish;[Japanese] White Flare;Normal;2;1.2;29.79;2.4
442;pokemon-japanese-white-flare/vanillish-25;Vanillish;[Japanese] White Flare;Normal;1;1.2;29.78;1.2
2048;pokemon-japanese-white-flare/vanillite-108;Vanillite;[Japanese] White Flare;Normal;1;4.25;25.6;4.25
2696;pokemon-japanese-white-flare/vanillite-24;Vanillite;[Japanese] White Flare;Normal;2;1.73;0.0;3.46
2621;pokemon-japanese-white-flare/vanilluxe-26;Vanilluxe;[Japanese] White Flare;Normal;2;1.0;28.82;2.0
3755;pokemon-japanese-white-flare/virizion-10;Virizion;[Japanese] White Flare;Normal;1;1.05;28.14;1.05
3733;pokemon-japanese-white-flare/watchog-71;Watchog;[Japanese] White Flare;Normal;1;1.2;29.8;1.2
1580;pokemon-japanese-white-flare/whimsicott-ex-5;Whimsicott ex;[Japanese] White Flare;Normal;1;1.07;29.33;1.07
223;pokemon-japanese-white-flare/woobat-33;Woobat;[Japanese] White Flare;Normal;2;1.2;0.0;2.4
3708;pokemon-japanese-white-flare/woobat-poke-ball-33;Woobat [Poke Ball];[Japanese] White Flare;Normal;1;1.22;0.0;1.22
740;pokemon-japanese-white-flare/yamask-36;Yamask;[Japanese] White Flare;Normal;2;1.3;30.25;2.6
405;pokemon-japanese-white-flare/zebstrika-29;Zebstrika;[Japanese] White Flare;Normal;1;0.79;27.82;0.79
690;pokemon-japanese-white-flare/zoroark-59;Zoroark;[Japanese] White Flare;Normal;2;1.1;29.9;2.2
3695;pokemon-japanese-white-flare/zoroark-poke-ball-59;Zoroark [Poke Ball];[Japanese] White Flare;Normal;1;1.44;30.94;1.44
105;pokemon-japanese-white-flare/zorua-58;Zorua;[Japanese] White Flare;Normal;2;0.95;28.59;1.9
717;pokemon-japanese-white-flare/zweilous-61;Zweilous;[Japanese] White Flare;Normal;2;1.42;30.83;2.84
3244;pokemon-journey-together/bagon-112;Bagon;[English] Journey Together;Normal;1;0.83;27.96;0.83
1689;pokemon-journey-together/bagon-reverse-holo-112;Bagon;[English] Journey Together;Reverse Holo;1;0.94;28.53;0.94
3197;pokemon-journey-together/billy-o'nare-142;Billy & O'Nare;[English] Journey Together;Normal;1;0.0;0.0;0.0
2611;pokemon-journey-together/caterpie-1;Caterpie;[English] Journey Together;Normal;1;0.79;27.74;0.79
478;pokemon-journey-together/cinccino-126;Cinccino;[English] Journey Together;Normal;1;1.11;29.25;1.11
1561;pokemon-journey-together/copperajah-110;Copperajah;[English] Journey Together;Normal;2;1.21;30.19;2.42
1559;pokemon-journey-together/hop's-bag-147;Hop's Bag;[English] Journey Together;Normal;1;1.4;28.34;1.4
116;pokemon-journey-together/hop's-sandaconda-87;Hop's Sandaconda;[English] Journey Together;Normal;2;0.88;28.16;1.76
706;pokemon-journey-together/hop's-wooloo-135;Hop's Wooloo;[English] Journey Together;Normal;1;0.79;27.74;0.79
2566;pokemon-journey-together/iris's-fighting-spirit-180;Iris's Fighting Spirit;[English] Journey Together;Normal;1;2.99;32.0;2.99
870;pokemon-journey-together/karrablast-9;Karrablast;[English] Journey Together;Normal;1;1.09;29.14;1.09
551;pokemon-journey-together/kecleon-122;Kecleon;[English] Journey Together;Normal;1;0.79;27.74;0.79
2734;pokemon-journey-together/larvitar-80;Larvitar;[English] Journey Together;Normal;1;0.8;27.78;0.8
742;pokemon-journey-together/lillie's-pearl-cosmos-holo-151;Lillie's Pearl [Cosmos Holo];[English] Journey Together;Holo;1;1.59;0.0;1.59
302;pokemon-journey-together/lycanroc-85;Lycanroc;[English] Journey Together;Normal;2;1.07;29.02;2.14
677;pokemon-journey-together/magmar-20;Magmar;[English] Journey Together;Normal;1;1.04;28.91;1.04
1767;pokemon-journey-together/maractus-8;Maractus;[English] Journey Together;Normal;1;0.88;28.15;0.88
576;pokemon-journey-together/metang-62;Metang;[English] Journey Together;Normal;1;0.86;27.78;0.86
2480;pokemon-journey-together/mimikyu-ex-69;Mimikyu ex;[English] Journey Together;Normal;1;1.98;52.86;1.98
1335;pokemon-journey-together/minccino-125;Minccino;[English] Journey Together;Normal;1;1.05;28.94;1.05
1368;pokemon-journey-together/n's-castle-152;N's Castle;[English] Journey Together;Normal;2;1.39;30.38;2.78
2779;pokemon-journey-together/n's-castle-reverse-holo-152;N's Castle;[English] Journey Together;Reverse Holo;1;1.17;29.5;1.17
2890;pokemon-journey-together/n's-klinklang-105;N's Klinklang;[English] Journey Together;Normal;1;1.06;29.02;1.06
3121;pokemon-journey-together/n's-pp-up-reverse-holo-153;N's PP Up;[English] Journey Together;Reverse Holo;1;1.46;80.2;1.46
406;pokemon-journey-together/noibat-127;Noibat;[English] Journey Together;Normal;1;0.79;28.08;0.79
954;pokemon-journey-together/oinkologne-140;Oinkologne;[English] Journey Together;Normal;1;1.03;28.72;1.03
1874;pokemon-journey-together/pancham-83;Pancham;[English] Journey Together;Normal;1;0.86;28.08;0.86
645;pokemon-journey-together/parasect-reverse-holo-5;Parasect;[English] Journey Together;Reverse Holo;1;1.08;28.83;1.08
1257;pokemon-journey-together/petilil-6;Petilil;[English] Journey Together;Normal;1;1.08;29.09;1.08
373;pokemon-journey-together/remoraid-33;Remoraid;[English] Journey Together;Normal;1;1.24;0.0;1.24
364;pokemon-journey-together/rockruff-84;Rockruff;[English] Journey Together;Normal;1;0.79;27.74;0.79
3461;pokemon-journey-together/rockruff-reverse-holo-84;Rockruff;[English] Journey Together;Reverse Holo;1;1.0;28.71;1.0
2457;pokemon-journey-together/shuppet-reverse-holo-59;Shuppet;[English] Journey Together;Reverse Holo;1;1.12;29.39;1.12
3384;pokemon-journey-together/skwovet-131;Skwovet;[English] Journey Together;Normal;1;0.79;0.0;0.79
3742;pokemon-journey-together/toedscruel-89;Toedscruel;[English] Journey Together;Normal;1;1.06;28.98;1.06
429;pokemon-obsidian-flames/arven-186;Arven;[English] Obsidian Flames;Normal;1;2.21;33.19;2.21
439;pokemon-obsidian-flames/audino-reverse-holo-173;Audino;[English] Obsidian Flames;Reverse Holo;1;1.07;28.36;1.07
7;pokemon-obsidian-flames/beartic-54;Beartic;[English] Obsidian Flames;Normal;1;0.98;27.99;0.98
1491;pokemon-obsidian-flames/bellibolt-78;Bellibolt;[English] Obsidian Flames;Normal;1;0.82;17.6;0.82
1820;pokemon-obsidian-flames/bellossom-3;Bellossom;[English] Obsidian Flames;Normal;1;1.11;28.32;1.11
340;pokemon-obsidian-flames/bouffalant-reverse-holo-174;Bouffalant;[English] Obsidian Flames;Reverse Holo;1;1.02;16.4;1.02
3442;pokemon-obsidian-flames/brassius-reverse-holo-187;Brassius;[English] Obsidian Flames;Reverse Holo;1;1.1;6.8;1.1
459;pokemon-obsidian-flames/bunnelby-175;Bunnelby;[English] Obsidian Flames;Normal;1;0.89;27.22;0.89
781;pokemon-obsidian-flames/capsakid-23;Capsakid;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
1990;pokemon-obsidian-flames/charmeleon-holo-27;Charmeleon;[English] Obsidian Flames;Holo;1;1.51;28.44;1.51
1359;pokemon-obsidian-flames/claydol-holo-95;Claydol;[English] Obsidian Flames;Holo;1;0.86;27.38;0.86
1678;pokemon-obsidian-flames/cleffa-80;Cleffa;[English] Obsidian Flames;Normal;1;1.19;13.21;1.19
113;pokemon-obsidian-flames/combee-8;Combee;[English] Obsidian Flames;Normal;2;0.94;27.96;1.88
2699;pokemon-obsidian-flames/combee-reverse-holo-8;Combee;[English] Obsidian Flames;Reverse Holo;1;1.03;28.22;1.03
816;pokemon-obsidian-flames/cryogonal-55;Cryogonal;[English] Obsidian Flames;Normal;1;0.91;0.0;0.91
3369;pokemon-obsidian-flames/cubchoo-reverse-holo-53;Cubchoo;[English] Obsidian Flames;Reverse Holo;1;1.19;28.84;1.19
959;pokemon-obsidian-flames/darmanitan-35;Darmanitan;[English] Obsidian Flames;Normal;1;0.79;11.99;0.79
328;pokemon-obsidian-flames/eevee-166;Eevee;[English] Obsidian Flames;Normal;1;0.91;27.22;0.91
1683;pokemon-obsidian-flames/excadrill-147;Excadrill;[English] Obsidian Flames;Normal;1;0.98;28.0;0.98
1077;pokemon-obsidian-flames/frogadier-57;Frogadier;[English] Obsidian Flames;Normal;1;1.07;21.15;1.07
3313;pokemon-obsidian-flames/greavard-99;Greavard;[English] Obsidian Flames;Normal;1;0.95;27.87;0.95
934;pokemon-obsidian-flames/grumpig-91;Grumpig;[English] Obsidian Flames;Normal;2;1.06;28.32;2.12
1155;pokemon-obsidian-flames/houndour-131;Houndour;[English] Obsidian Flames;Normal;1;1.22;28.94;1.22
44;pokemon-obsidian-flames/houndour-reverse-holo-132;Houndour;[English] Obsidian Flames;Reverse Holo;1;1.06;27.81;1.06
2576;pokemon-obsidian-flames/inkay-137;Inkay;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
1947;pokemon-obsidian-flames/larvesta-reverse-holo-40;Larvesta;[English] Obsidian Flames;Reverse Holo;1;1.19;28.62;1.19
271;pokemon-obsidian-flames/larvitar-105;Larvitar;[English] Obsidian Flames;Normal;1;2.39;33.71;2.39
1378;pokemon-obsidian-flames/lechonk-182;Lechonk;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
1397;pokemon-obsidian-flames/lechonk-reverse-holo-182;Lechonk;[English] Obsidian Flames;Reverse Holo;1;1.03;26.56;1.03
2223;pokemon-obsidian-flames/linoone-168;Linoone;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
2265;pokemon-obsidian-flames/lunatone-92;Lunatone;[English] Obsidian Flames;Normal;1;0.8;27.25;0.8
1130;pokemon-obsidian-flames/magnemite-63;Magnemite;[English] Obsidian Flames;Normal;2;0.79;15.1;1.58
3106;pokemon-obsidian-flames/malamar-138;Malamar;[English] Obsidian Flames;Normal;1;0.9;28.54;0.9
437;pokemon-obsidian-flames/mawile-89;Mawile;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
3535;pokemon-obsidian-flames/ninetales-29;Ninetales;[English] Obsidian Flames;Normal;1;0.91;27.7;0.91
1916;pokemon-obsidian-flames/palafin-holo-62;Palafin;[English] Obsidian Flames;Holo;1;0.79;27.44;0.79
2469;pokemon-obsidian-flames/paldean-clodsire-129;Paldean Clodsire;[English] Obsidian Flames;Normal;1;1.1;28.42;1.1
958;pokemon-obsidian-flames/pawmot-ex-73;Pawmot ex;[English] Obsidian Flames;Normal;1;1.14;15.78;1.14
2177;pokemon-obsidian-flames/pidgey-162;Pidgey;[English] Obsidian Flames;Normal;2;1.11;28.51;2.22
3565;pokemon-obsidian-flames/pokemon-league-headquarters-192;Pokemon League Headquarters;[English] Obsidian Flames;Normal;1;1.47;30.01;1.47
3285;pokemon-obsidian-flames/polteageist-98;Polteageist;[English] Obsidian Flames;Normal;1;1.1;28.62;1.1
1774;pokemon-obsidian-flames/revavroom-ex-156;Revavroom ex;[English] Obsidian Flames;Normal;1;1.23;16.0;1.23
203;pokemon-obsidian-flames/rockruff-reverse-holo-116;Rockruff;[English] Obsidian Flames;Reverse Holo;2;0.97;27.83;1.94
3488;pokemon-obsidian-flames/rowlet-13;Rowlet;[English] Obsidian Flames;Normal;1;0.86;27.99;0.86
2510;pokemon-obsidian-flames/scizor-141;Scizor;[English] Obsidian Flames;Normal;1;2.66;32.0;2.66
872;pokemon-obsidian-flames/scovillain-reverse-holo-25;Scovillain;[English] Obsidian Flames;Reverse Holo;1;1.19;28.84;1.19
2960;pokemon-obsidian-flames/sinistea-reverse-holo-97;Sinistea;[English] Obsidian Flames;Reverse Holo;1;1.08;28.42;1.08
2733;pokemon-obsidian-flames/skarmory-142;Skarmory;[English] Obsidian Flames;Normal;1;0.84;27.34;0.84
1425;pokemon-obsidian-flames/smoliv-19;Smoliv;[English] Obsidian Flames;Normal;1;0.9;27.83;0.9
1757;pokemon-obsidian-flames/snubbull-reverse-holo-87;Snubbull;[English] Obsidian Flames;Reverse Holo;1;1.05;27.8;1.05
2565;pokemon-obsidian-flames/stoutland-172;Stoutland;[English] Obsidian Flames;Normal;1;0.91;20.0;0.91
3661;pokemon-obsidian-flames/stoutland-reverse-holo-172;Stoutland;[English] Obsidian Flames;Reverse Holo;1;1.34;29.42;1.34
2636;pokemon-obsidian-flames/stunfisk-112;Stunfisk;[English] Obsidian Flames;Normal;1;0.95;27.86;0.95
1819;pokemon-obsidian-flames/tadbulb-76;Tadbulb;[English] Obsidian Flames;Normal;1;0.79;27.22;0.79
1139;pokemon-obsidian-flames/toedscool-118;Toedscool;[English] Obsidian Flames;Normal;2;0.61;26.47;1.22
1556;pokemon-obsidian-flames/toedscruel-119;Toedscruel;[English] Obsidian Flames;Normal;1;0.9;27.67;0.9
1671;pokemon-obsidian-flames/togedemaru-151;Togedemaru;[English] Obsidian Flames;Normal;1;0.89;27.61;0.89
3068;pokemon-obsidian-flames/togekiss-85;Togekiss;[English] Obsidian Flames;Normal;1;0.98;12.4;0.98
247;pokemon-obsidian-flames/togepi-83;Togepi;[English] Obsidian Flames;Normal;1;0.98;25.98;0.98
2325;pokemon-obsidian-flames/town-store-196;Town Store;[English] Obsidian Flames;Normal;1;1.5;29.91;1.5
2471;pokemon-obsidian-flames/tyranitar-ex-66;Tyranitar ex;[English] Obsidian Flames;Normal;1;1.59;26.89;1.59
3704;pokemon-obsidian-flames/umbreon-reverse-holo-130;Umbreon;[English] Obsidian Flames;Reverse Holo;1;1.59;56.0;1.59
1869;pokemon-obsidian-flames/varoom-154;Varoom;[English] Obsidian Flames;Normal;2;1.06;28.29;2.12
3260;pokemon-obsidian-flames/wugtrio-reverse-holo-59;Wugtrio;[English] Obsidian Flames;Reverse Holo;1;1.49;29.03;1.49
221;pokemon-paldea-evolved/corviknight-148;Corviknight;[English] Paldea Evolved;Normal;1;0.96;27.53;0.96
2472;pokemon-paldea-evolved/deino-138;Deino;[English] Paldea Evolved;Normal;1;0.86;27.47;0.86
1178;pokemon-paldea-evolved/dudunsparce-157;Dudunsparce;[English] Paldea Evolved;Normal;1;0.79;27.18;0.79
1738;pokemon-paldea-evolved/falkner-251;Falkner;[English] Paldea Evolved;Normal;1;2.03;17.75;2.03
1003;pokemon-paldea-evolved/litleo-31;Litleo;[English] Paldea Evolved;Normal;1;0.79;27.18;0.79
1568;pokemon-paldea-evolved/magikarp-42;Magikarp;[English] Paldea Evolved;Normal;1;0.98;30.36;0.98
409;pokemon-paldea-evolved/pupitar-111;Pupitar;[English] Paldea Evolved;Normal;1;0.79;19.8;0.79
714;pokemon-paldea-evolved/pupitar-reverse-holo-111;Pupitar;[English] Paldea Evolved;Reverse Holo;1;0.95;27.76;0.95
2740;pokemon-paldea-evolved/slowpoke-85;Slowpoke;[English] Paldea Evolved;Normal;1;0.79;25.73;0.79
802;pokemon-paldea-evolved/therapeutic-energy-reverse-holo-193;Therapeutic Energy;[English] Paldea Evolved;Reverse Holo;2;1.06;28.18;2.12
1609;pokemon-paldean-fates/charmander-cosmos-holo-7;Charmander [Cosmos Holo];[English] Paldean Fates;Holo;1;1.59;0.0;1.59
1140;pokemon-paldean-fates/charmeleon-cosmos-holo-8;Charmeleon [Cosmos Holo];[English] Paldean Fates;Holo;1;2.8;0.0;2.8
2526;pokemon-paldean-fates/kirlia-28;Kirlia;[English] Paldean Fates;Normal;4;0.88;28.17;3.52
2614;pokemon-paldean-fates/nest-ball-84;Nest Ball;[English] Paldean Fates;Normal;1;1.2;29.05;1.2
453;pokemon-paldean-fates/professor's-research-87;Professor's Research;[English] Paldean Fates;Normal;1;1.16;28.96;1.16
3132;pokemon-paldean-fates/ralts-27;Ralts;[English] Paldean Fates;Normal;5;0.79;27.34;3.95
91;pokemon-paldean-fates/toedscool-4;Toedscool;[English] Paldean Fates;Normal;2;0.79;27.33;1.58
1371;pokemon-paradox-rift/absol-113;Absol;[English] Paradox Rift;Normal;2;0.87;23.98;1.74
3010;pokemon-paradox-rift/aegislash-134;Aegislash;[English] Paradox Rift;Normal;1;1.5;30.26;1.5
3315;pokemon-paradox-rift/aipom-145;Aipom;[English] Paradox Rift;Normal;1;0.92;0.0;0.92
2966;pokemon-paradox-rift/ambipom-146;Ambipom;[English] Paradox Rift;Normal;1;0.8;0.0;0.8
3468;pokemon-paradox-rift/ambipom-reverse-holo-146;Ambipom;[English] Paradox Rift;Reverse Holo;1;1.1;28.53;1.1
881;pokemon-paradox-rift/ancient-booster-energy-capsule-159;Ancient Booster Energy Capsule;[English] Paradox Rift;Normal;3;1.93;31.7;5.79
2178;pokemon-paradox-rift/armarouge-ex-218;Armarouge ex;[English] Paradox Rift;Normal;1;2.14;36.0;2.14
2109;pokemon-paradox-rift/blitzle-62;Blitzle;[English] Paradox Rift;Normal;1;0.87;31.99;0.87
3628;pokemon-paradox-rift/blitzle-reverse-holo-62;Blitzle;[English] Paradox Rift;Reverse Holo;1;1.12;55.99;1.12
2122;pokemon-paradox-rift/bombirdier-ex-156;Bombirdier ex;[English] Paradox Rift;Normal;1;1.33;16.59;1.33
1329;pokemon-paradox-rift/bounsweet-reverse-holo-8;Bounsweet;[English] Paradox Rift;Reverse Holo;1;0.94;27.86;0.94
1061;pokemon-paradox-rift/chi-yu-29;Chi-Yu;[English] Paradox Rift;Normal;1;1.67;23.16;1.67
1650;pokemon-paradox-rift/chien-pao-57;Chien-Pao;[English] Paradox Rift;Normal;2;1.42;64.0;2.84
1653;pokemon-paradox-rift/counter-catcher-reverse-holo-160;Counter Catcher;[English] Paradox Rift;Reverse Holo;1;2.27;13.6;2.27
2686;pokemon-paradox-rift/crustle-reverse-holo-7;Crustle;[English] Paradox Rift;Reverse Holo;2;1.02;12.83;2.04
2952;pokemon-paradox-rift/cursed-duster-161;Cursed Duster;[English] Paradox Rift;Normal;1;0.89;27.63;0.89
3576;pokemon-paradox-rift/cyclizar-157;Cyclizar;[English] Paradox Rift;Normal;1;0.89;27.66;0.89
3687;pokemon-paradox-rift/defiance-vest-162;Defiance Vest;[English] Paradox Rift;Normal;1;0.84;27.46;0.84
724;pokemon-paradox-rift/deoxys-holo-74;Deoxys;[English] Paradox Rift;Holo;2;1.1;29.8;2.2
2009;pokemon-paradox-rift/deoxys-reverse-holo-74;Deoxys;[English] Paradox Rift;Reverse Holo;1;1.0;28.13;1.0
229;pokemon-paradox-rift/dondozo-55;Dondozo;[English] Paradox Rift;Normal;2;0.79;0.0;1.58
1403;pokemon-paradox-rift/dottler-11;Dottler;[English] Paradox Rift;Normal;1;0.79;0.0;0.79
